399.4667060,1163.6186750
399.4698360,1163.5951760
399.4762300,1163.5900500
399.9902610,1164.7562950
399.4653930,1163.6184550
399.4684160,1163.5951760
399.3663100,1164.4551000
399.3663100,1164.4551000
312.3377500,1214.7302600
312.4149400,1214.8928000
312.3377200,1215.3190600
399.4205500,1164.5222600
399.1288000,1164.4647000
399.1535800,1164.3676200
399.1964500,1163.7953800
311.7765200,1214.2256900
313.0644800,1215.2025900
398.0191600,1163.8399900
399.7381700,1163.9487600
399.0498400,1164.2555700
399.0289500,1164.0714400
398.9329800,1164.3793100
399.8615300,1163.7242000
399.2411800,1162.6728300
399.7165400,1163.0977400
399.7943600,1163.9713300
398.6369500,1163.1546700
400.4763500,1165.0947800
400.0631500,1164.6829600
399.1177800,1164.3437800
398.4250100,1161.9803900
398.7982400,1164.7410900
400.1420400,1164.8457700
400.2968200,1162.9403100
398.5299900,1163.7710100
399.0982700,1162.4034000
400.8265000,1161.6525200
400.3871400,1164.4103500
398.9522100,1162.5146100
398.8709000,1163.8840800
399.3446500,1163.1570700
398.7491600,1165.2049100
397.3996900,1161.4222100
400.8350600,1164.4621000
400.8449900,1163.2958700
398.1433800,1161.7631600
401.4692500,1171.2288900
401.0510700,1165.5026600
311.9590500,1214.4867400
399.7663000,1164.2393400
